Source,Target,Type
2780,1919,Directed
2781,2041,Directed
2781,286,Directed
2782,1828,Directed
2782,281,Directed
2783,1914,Directed
2783,286,Directed
2784,286,Directed
2784,1862,Directed
2785,1908,Directed
2785,1907,Directed
2786,286,Directed
2786,1879,Directed
2787,1945,Directed
2787,1944,Directed
2788,1862,Directed
2788,286,Directed
2789,281,Directed
2789,1828,Directed
2790,281,Directed
2790,2227,Directed
2791,286,Directed
2791,2792,Directed
2793,281,Directed
2793,1854,Directed
2794,1995,Directed
2794,286,Directed
2795,286,Directed
2795,2031,Directed
2796,2458,Directed
2796,286,Directed
2797,1856,Directed
2797,1953,Directed
2798,286,Directed
2798,1884,Directed
2799,1999,Directed
2799,286,Directed
2800,2233,Directed
2800,286,Directed
2801,1917,Directed
2801,1856,Directed
2802,2426,Directed
2802,281,Directed
2803,2387,Directed
2803,286,Directed
2804,286,Directed
2804,2078,Directed
2805,1828,Directed
2805,281,Directed
2806,286,Directed
2806,1852,Directed
2807,2144,Directed
2807,286,Directed
2808,1856,Directed
2808,1972,Directed
2809,1828,Directed
2809,281,Directed
2810,1828,Directed
2810,281,Directed
2811,1899,Directed
2811,281,Directed
2812,1978,Directed
2812,1977,Directed
2813,1856,Directed
2813,1964,Directed
2814,1824,Directed
2814,281,Directed
2815,1884,Directed
2815,286,Directed
2816,2428,Directed
2816,281,Directed
2817,1856,Directed
2817,1917,Directed
2818,281,Directed
2818,1828,Directed
2819,2227,Directed
2819,281,Directed
2820,286,Directed
2820,1921,Directed
2821,286,Directed
2821,1970,Directed
2822,1970,Directed
2822,286,Directed
2823,1828,Directed
2823,281,Directed
2824,286,Directed
2824,2062,Directed
2825,286,Directed
2825,1849,Directed
2826,1995,Directed
2826,286,Directed
2827,2227,Directed
2827,281,Directed
2828,1877,Directed
2828,281,Directed
2829,286,Directed
2829,1866,Directed
823,281,Directed
823,1828,Directed
2830,286,Directed
2830,1866,Directed
2831,286,Directed
2831,1862,Directed
2832,1875,Directed
2832,286,Directed
2833,1891,Directed
2833,286,Directed
2834,281,Directed
2834,1899,Directed
2835,1970,Directed
2835,286,Directed
2836,1877,Directed
2836,281,Directed
2837,2458,Directed
2837,286,Directed
2838,1822,Directed
2838,286,Directed
2839,1899,Directed
2839,281,Directed
2840,2070,Directed
2840,286,Directed
2841,1824,Directed
2841,281,Directed
2842,286,Directed
2842,1862,Directed
2843,2272,Directed
2843,281,Directed
2844,286,Directed
2844,2043,Directed
2845,2458,Directed
2845,286,Directed
2846,2001,Directed
2846,286,Directed
2847,3,Directed
2847,1868,Directed
2848,2001,Directed
2848,286,Directed
2849,281,Directed
2849,2426,Directed
2850,281,Directed
2850,2227,Directed
2851,286,Directed
2851,2001,Directed
2852,1977,Directed
2852,1978,Directed
2853,286,Directed
2853,1970,Directed
2854,286,Directed
2854,1822,Directed
2855,1889,Directed
2855,3,Directed
2856,1914,Directed
2856,286,Directed
2857,1828,Directed
2857,281,Directed
2858,1847,Directed
2858,286,Directed
2859,281,Directed
2859,1828,Directed
2860,286,Directed
2860,2187,Directed
2861,1822,Directed
2861,286,Directed
2862,2084,Directed
2862,286,Directed
2863,1977,Directed
2863,1978,Directed
2864,1975,Directed
2864,3,Directed
2865,286,Directed
2865,1999,Directed
2866,281,Directed
2866,1901,Directed
817,1828,Directed
817,281,Directed
2867,286,Directed
2867,1884,Directed
2868,3,Directed
2868,1840,Directed
2869,1838,Directed
2869,286,Directed
2870,1856,Directed
2870,1964,Directed
2871,3,Directed
2871,1868,Directed
2872,2792,Directed
2872,286,Directed
2873,1964,Directed
2873,1856,Directed
2874,1877,Directed
2874,281,Directed
2875,1972,Directed
2875,1856,Directed
2876,286,Directed
2876,2458,Directed
2877,1877,Directed
2877,281,Directed
2878,286,Directed
2878,2003,Directed
2879,1856,Directed
2879,1964,Directed
2880,281,Directed
2880,1854,Directed
2881,2189,Directed
2881,286,Directed
2882,1856,Directed
2882,1972,Directed
2883,1875,Directed
2883,286,Directed
2884,1828,Directed
2884,281,Directed
2885,286,Directed
2885,1884,Directed
2886,281,Directed
2886,2428,Directed
2887,281,Directed
2887,1989,Directed
2888,1948,Directed
2888,2123,Directed
2889,1849,Directed
2889,286,Directed
2890,2052,Directed
2890,286,Directed
2891,3,Directed
2891,2892,Directed
2893,1868,Directed
2893,281,Directed
2894,286,Directed
2894,1875,Directed
2895,1879,Directed
2895,286,Directed
2896,1931,Directed
2896,1930,Directed
2897,1989,Directed
2897,3,Directed
2898,1953,Directed
2898,1856,Directed
2899,1856,Directed
2899,1972,Directed
2900,2123,Directed
2900,1948,Directed
2901,2126,Directed
2901,286,Directed
2902,286,Directed
2902,2903,Directed
2904,1879,Directed
2904,286,Directed
2905,286,Directed
2905,1892,Directed
2906,1847,Directed
2906,286,Directed
2907,281,Directed
2907,1901,Directed
2908,286,Directed
2908,1891,Directed
2909,2242,Directed
2909,286,Directed
2910,2451,Directed
2910,1856,Directed
2911,286,Directed
2911,1862,Directed
2912,286,Directed
2912,1884,Directed
2913,1856,Directed
2913,2346,Directed
2914,286,Directed
2914,2043,Directed
2915,286,Directed
2915,1995,Directed
2916,286,Directed
2916,1891,Directed
2917,281,Directed
2917,1854,Directed
28,281,Directed
28,1824,Directed
2918,1831,Directed
2918,281,Directed
2919,2892,Directed
2919,3,Directed
2920,1847,Directed
2920,286,Directed
2921,1871,Directed
2921,1868,Directed
2922,286,Directed
2922,1970,Directed
2923,2078,Directed
2923,286,Directed
2924,1948,Directed
2924,2925,Directed
2926,281,Directed
2926,1828,Directed
2927,1895,Directed
2927,286,Directed
2928,2041,Directed
2928,286,Directed
811,281,Directed
811,1887,Directed
2929,1914,Directed
2929,286,Directed
2930,3,Directed
2930,1868,Directed
2931,2015,Directed
2931,286,Directed
2932,281,Directed
2932,1824,Directed
2933,286,Directed
2933,1862,Directed
2934,1944,Directed
2934,1945,Directed
2935,281,Directed
2935,1901,Directed
2936,1824,Directed
2936,281,Directed
2937,1984,Directed
2937,1856,Directed
2938,1824,Directed
2938,281,Directed
2939,1847,Directed
2939,286,Directed
2940,286,Directed
2940,2941,Directed
2942,1856,Directed
2942,1972,Directed
2943,1931,Directed
2943,1930,Directed
2944,1930,Directed
2944,1931,Directed
2945,286,Directed
2945,1968,Directed
2946,1968,Directed
2946,286,Directed
2947,281,Directed
2947,1854,Directed
2948,281,Directed
2948,1868,Directed
827,1828,Directed
827,281,Directed
2949,286,Directed
2949,1895,Directed
2950,1986,Directed
2950,1856,Directed
2951,1868,Directed
2951,281,Directed
2952,2052,Directed
2952,1948,Directed
2953,286,Directed
2953,1914,Directed
2954,286,Directed
2954,1847,Directed
2955,286,Directed
2955,2126,Directed
2956,286,Directed
2956,2187,Directed
2957,286,Directed
2957,1875,Directed
2958,1824,Directed
2958,281,Directed
2959,1944,Directed
2959,1945,Directed
2960,1847,Directed
2960,286,Directed
2961,1828,Directed
2961,281,Directed
2962,281,Directed
2962,1840,Directed
2963,1856,Directed
2963,1986,Directed
2964,1986,Directed
2964,281,Directed
2965,1828,Directed
2965,281,Directed
2966,1868,Directed
2966,281,Directed
2967,286,Directed
2967,2001,Directed
2968,1856,Directed
2968,2630,Directed
2969,1995,Directed
2969,286,Directed
2970,286,Directed
2970,2187,Directed
2971,2208,Directed
2971,1856,Directed
2972,1856,Directed
2972,1917,Directed
2973,286,Directed
2973,1836,Directed
2974,2630,Directed
2974,1856,Directed
2975,286,Directed
2975,1895,Directed
2976,1879,Directed
2976,286,Directed
2977,2126,Directed
2977,286,Directed
2978,286,Directed
2978,2041,Directed
2979,2153,Directed
2979,1948,Directed
2980,2428,Directed
2980,281,Directed
2981,1868,Directed
2981,281,Directed
2982,286,Directed
2982,1849,Directed
2983,1945,Directed
2983,1980,Directed
2984,286,Directed
2984,2078,Directed
2985,286,Directed
2985,1999,Directed
2986,1868,Directed
2986,1871,Directed
2987,2249,Directed
2987,1948,Directed
2988,2989,Directed
2988,286,Directed
2990,1822,Directed
2990,286,Directed
2991,1989,Directed
2991,1856,Directed
2992,286,Directed
2992,1914,Directed
2993,1828,Directed
2993,281,Directed
2994,1856,Directed
2994,2208,Directed
2995,3,Directed
2995,1868,Directed
2996,1859,Directed
2996,1860,Directed
2997,3,Directed
2997,1935,Directed
2998,1945,Directed
2998,1944,Directed
2999,281,Directed
2999,1877,Directed
3000,1877,Directed
3000,281,Directed
3001,1978,Directed
3001,1977,Directed
3002,1901,Directed
3002,281,Directed
3003,2989,Directed
3003,286,Directed
3004,2045,Directed
3004,3,Directed
3005,286,Directed
3005,1862,Directed
3006,286,Directed
3006,1995,Directed
3007,281,Directed
3007,2426,Directed
3008,1926,Directed
3008,281,Directed
3009,1978,Directed
3009,1977,Directed
3010,1944,Directed
3010,1945,Directed
3011,2090,Directed
3011,2114,Directed
3012,2428,Directed
3012,281,Directed
3013,281,Directed
3013,1854,Directed
3014,286,Directed
3014,2041,Directed
3015,1824,Directed
3015,281,Directed
3016,3,Directed
3016,1840,Directed
3017,1945,Directed
3017,1944,Directed
3018,1854,Directed
3018,281,Directed
3019,3,Directed
3019,2892,Directed
3020,281,Directed
3020,2227,Directed
3021,3,Directed
3021,1901,Directed
3022,281,Directed
3022,1828,Directed
3023,1968,Directed
3023,286,Directed
3024,1944,Directed
3024,1945,Directed
3025,2060,Directed
3025,3,Directed
3026,286,Directed
3026,1875,Directed
3027,286,Directed
3027,1921,Directed
3028,286,Directed
3028,1884,Directed
3029,1999,Directed
3029,286,Directed
3030,1948,Directed
3030,2249,Directed
3031,1884,Directed
3031,286,Directed
3032,1862,Directed
3032,286,Directed
3033,1854,Directed
3033,281,Directed
3034,1887,Directed
3034,281,Directed
3035,1945,Directed
3035,1944,Directed
3036,281,Directed
3036,1828,Directed
3037,2426,Directed
3037,281,Directed
3038,1856,Directed
3038,1917,Directed
13,281,Directed
13,1824,Directed
3039,2227,Directed
3039,281,Directed
3040,3041,Directed
3040,286,Directed
3042,1840,Directed
3042,281,Directed
3043,281,Directed
3043,1899,Directed
3044,1895,Directed
3044,286,Directed
3045,1822,Directed
3045,286,Directed
3046,1854,Directed
3046,281,Directed
3047,281,Directed
3047,1877,Directed
3048,1856,Directed
3048,2208,Directed
3049,1945,Directed
3049,1944,Directed
3050,1822,Directed
3050,286,Directed
3051,286,Directed
3051,2373,Directed
3052,286,Directed
3052,1914,Directed
3053,1875,Directed
3053,286,Directed
3054,1826,Directed
3054,286,Directed
3055,281,Directed
3055,1877,Directed
3056,1945,Directed
3056,1944,Directed
3057,1856,Directed
3057,1972,Directed
3058,1899,Directed
3058,281,Directed
3059,1828,Directed
3059,281,Directed
3060,1901,Directed
3060,281,Directed
3061,1977,Directed
3061,1978,Directed
3062,2227,Directed
3062,281,Directed
3063,286,Directed
3063,1895,Directed
3064,2428,Directed
3064,281,Directed
3065,1930,Directed
3065,1931,Directed
3066,281,Directed
3066,1828,Directed
3067,2989,Directed
3067,286,Directed
3068,286,Directed
3068,1939,Directed
3069,1828,Directed
3069,281,Directed
3070,286,Directed
3070,1833,Directed
3071,1917,Directed
3071,1856,Directed
3072,1868,Directed
3072,281,Directed
3073,286,Directed
3073,2015,Directed
3074,2903,Directed
3074,286,Directed
3075,1953,Directed
3075,1856,Directed
3076,281,Directed
3076,1887,Directed
3077,2090,Directed
3077,286,Directed
3078,1884,Directed
3078,286,Directed
3079,1884,Directed
3079,286,Directed
3080,2249,Directed
3080,1948,Directed
3081,1822,Directed
3081,286,Directed
3082,1877,Directed
3082,281,Directed
3083,281,Directed
3083,2426,Directed
3084,1945,Directed
3084,1944,Directed
3085,281,Directed
3085,1828,Directed
3086,1828,Directed
3086,281,Directed
3087,3,Directed
3087,2178,Directed
3088,1854,Directed
3088,281,Directed
3089,286,Directed
3089,1968,Directed
3090,1899,Directed
3090,281,Directed
3091,286,Directed
3092,281,Directed
3092,1828,Directed
3093,286,Directed
3093,2031,Directed
3094,281,Directed
3094,1935,Directed
3095,1972,Directed
3095,1856,Directed
3096,1901,Directed
3096,281,Directed
3097,1914,Directed
3097,286,Directed
3098,286,Directed
3099,286,Directed
3099,1875,Directed
3100,1978,Directed
3100,1977,Directed
3101,1833,Directed
3101,286,Directed
3102,1914,Directed
3102,286,Directed
3103,281,Directed
3103,1854,Directed
3104,1889,Directed
3104,281,Directed
3105,2015,Directed
3105,286,Directed
3106,286,Directed
3106,1822,Directed
3107,281,Directed
3107,1887,Directed
3108,1828,Directed
3108,281,Directed
3109,3,Directed
3109,1868,Directed
3110,1856,Directed
3110,1964,Directed
3111,286,Directed
3112,1975,Directed
3112,3,Directed
3113,2043,Directed
3113,286,Directed
3114,3,Directed
3114,1868,Directed
3115,1868,Directed
3115,3,Directed
3116,1986,Directed
3116,1856,Directed
3117,286,Directed
3118,1921,Directed
3118,286,Directed
3119,286,Directed
3119,1852,Directed
3120,2126,Directed
3120,286,Directed
3121,1877,Directed
3121,281,Directed
3122,286,Directed
3122,1833,Directed
3123,286,Directed
3123,1891,Directed
3124,1879,Directed
3124,286,Directed
3125,1977,Directed
3125,1978,Directed
3126,281,Directed
3126,2264,Directed
3127,1866,Directed
3127,286,Directed
3128,1836,Directed
3128,286,Directed
3129,1953,Directed
3129,1856,Directed
3130,286,Directed
3130,1852,Directed
3131,281,Directed
3131,1868,Directed
3132,286,Directed
3132,1914,Directed
3133,3,Directed
3133,1868,Directed
3134,1914,Directed
3134,286,Directed
3135,1926,Directed
3135,3,Directed
3136,286,Directed
3136,1891,Directed
3137,281,Directed
3137,1824,Directed
3138,281,Directed
3138,2428,Directed
3139,1884,Directed
3139,286,Directed
3140,1884,Directed
3140,286,Directed
3141,1868,Directed
3141,281,Directed
3142,286,Directed
3142,1822,Directed
3143,1968,Directed
3143,286,Directed
3144,1907,Directed
3144,1908,Directed
3145,286,Directed
3145,1995,Directed
3146,1899,Directed
3146,281,Directed
3147,1986,Directed
3147,281,Directed
3148,286,Directed
3149,1831,Directed
3149,281,Directed
3150,281,Directed
3150,2428,Directed
3151,286,Directed
3151,1836,Directed
3152,286,Directed
3152,2130,Directed
3153,286,Directed
3154,1914,Directed
3154,286,Directed
3155,1862,Directed
3155,286,Directed
3156,1868,Directed
3156,3,Directed
3157,286,Directed
3157,2126,Directed
3158,286,Directed
3158,1849,Directed
3159,281,Directed
3159,2272,Directed
3160,2078,Directed
3160,286,Directed
3161,1828,Directed
3161,281,Directed
3162,1866,Directed
3162,286,Directed
3163,281,Directed
3163,1899,Directed
3164,2255,Directed
3164,1856,Directed
3165,286,Directed
3165,1849,Directed
3166,1877,Directed
3166,281,Directed
866,3167,Directed
866,3168,Directed
3169,3170,Directed
3171,3172,Directed
870,3173,Directed
870,3174,Directed
870,3175,Directed
937,3176,Directed
937,3177,Directed
937,3178,Directed
937,3179,Directed
3180,3181,Directed
3180,3176,Directed
962,3182,Directed
962,3183,Directed
860,3174,Directed
860,3184,Directed
900,3185,Directed
900,3186,Directed
900,3187,Directed
904,3188,Directed
607,3189,Directed
875,3190,Directed
908,3191,Directed
908,3192,Directed
908,3193,Directed
836,3194,Directed
913,3195,Directed
913,3196,Directed
913,3197,Directed
913,3198,Directed
977,3199,Directed
977,3200,Directed
977,3201,Directed
841,3202,Directed
841,3203,Directed
905,3204,Directed
905,3205,Directed
905,3206,Directed
857,3207,Directed
857,3208,Directed
902,3209,Directed
902,3210,Directed
902,3211,Directed
970,3212,Directed
970,3213,Directed
970,3193,Directed
998,3172,Directed
998,3214,Directed
868,3215,Directed
849,3216,Directed
849,3217,Directed
849,3218,Directed
896,3219,Directed
898,3175,Directed
898,3219,Directed
839,3220,Directed
3221,3219,Directed
872,3222,Directed
872,3223,Directed
872,3224,Directed
855,3225,Directed
928,3226,Directed
3227,3228,Directed
859,3229,Directed
859,3193,Directed
859,3172,Directed
975,3209,Directed
975,3210,Directed
975,3211,Directed
981,3230,Directed
981,3231,Directed
981,3232,Directed
968,3233,Directed
846,3234,Directed
1006,3235,Directed
852,3236,Directed
852,3237,Directed
885,3238,Directed
885,3239,Directed
837,3224,Directed
837,3222,Directed
837,3223,Directed
850,3196,Directed
850,3240,Directed
3241,3242,Directed
863,3243,Directed
863,3244,Directed
862,3219,Directed
3245,3174,Directed
3246,3219,Directed
3247,3189,Directed
952,3248,Directed
952,3249,Directed
952,3232,Directed
843,3218,Directed
843,3250,Directed
843,3251,Directed
3252,3211,Directed
3252,3253,Directed
941,3254,Directed
941,3168,Directed
924,3255,Directed
926,3195,Directed
926,3198,Directed
926,3197,Directed
926,3196,Directed
1051,3256,Directed
1051,3257,Directed
984,3191,Directed
984,3258,Directed
3259,3260,Directed
3259,3224,Directed
847,3261,Directed
847,3262,Directed
1046,3178,Directed
1046,3179,Directed
1046,3177,Directed
1046,3176,Directed
949,3205,Directed
949,3206,Directed
949,3204,Directed
932,3256,Directed
865,3263,Directed
865,3230,Directed
833,3188,Directed
884,3264,Directed
844,3188,Directed
877,3265,Directed
877,3199,Directed
3266,3267,Directed
854,3268,Directed
854,3183,Directed
834,3210,Directed
834,3209,Directed
834,3211,Directed
881,3269,Directed
881,3216,Directed
3270,3271,Directed
3272,3273,Directed
3274,3275,Directed
3276,3277,Directed
3278,3279,Directed
3280,3281,Directed
3282,3283,Directed
3284,3285,Directed
3286,3287,Directed
3288,3289,Directed
3290,3291,Directed
3292,3279,Directed
3293,3294,Directed
3295,3296,Directed
3297,3285,Directed
3298,3275,Directed
3299,3300,Directed
3301,3302,Directed
3303,3304,Directed
3305,3306,Directed
3307,3304,Directed
3308,3309,Directed
3310,3311,Directed
3312,3313,Directed
3314,3315,Directed
3316,3317,Directed
3318,3300,Directed
3319,3273,Directed
3320,3321,Directed
3322,3323,Directed
3324,3325,Directed
3326,3327,Directed
3328,3302,Directed
3329,3330,Directed
3331,3302,Directed
3332,3333,Directed
3334,3335,Directed
3336,3337,Directed
3338,3271,Directed
3339,3340,Directed
3341,3342,Directed
3343,3344,Directed
3345,3275,Directed
3341,3342,Directed
3346,3347,Directed
3348,3306,Directed
3349,3302,Directed
3350,3351,Directed
3352,3342,Directed
3353,3294,Directed
3354,3302,Directed
3355,3306,Directed
3356,3357,Directed
3358,3342,Directed
3359,3360,Directed
3361,3273,Directed
3362,3289,Directed
3363,3347,Directed
3364,3283,Directed
3365,3366,Directed
3367,3368,Directed
3369,3370,Directed
3371,3275,Directed
3372,3340,Directed
3373,3374,Directed
3375,3376,Directed
3377,3378,Directed
3379,3380,Directed
3381,3279,Directed
3382,3383,Directed
3384,3385,Directed
3386,3,Directed
3386,103,Directed
3387,3,Directed
3387,336,Directed
3387,334,Directed
3388,3,Directed
3388,51,Directed
3388,393,Directed
3389,3,Directed
3389,382,Directed
3389,383,Directed
3390,3,Directed
3390,393,Directed
3390,51,Directed
3391,3,Directed
3391,409,Directed
3391,100,Directed
3392,3,Directed
3392,298,Directed
3392,347,Directed
3393,3,Directed
3393,310,Directed
3393,313,Directed
3394,3,Directed
3394,298,Directed
3394,347,Directed
3395,3,Directed
3395,331,Directed
3395,148,Directed
3396,3,Directed
3396,100,Directed
3396,409,Directed
3397,3,Directed
3397,365,Directed
3397,128,Directed
3398,3,Directed
3398,331,Directed
3398,148,Directed
3399,3,Directed
3399,293,Directed
3399,106,Directed
3400,3,Directed
3400,310,Directed
3400,313,Directed
3401,3,Directed
3401,365,Directed
3401,128,Directed
3402,3,Directed
3402,382,Directed
3402,383,Directed
3403,3,Directed
3403,405,Directed
3403,364,Directed
3404,3,Directed
3404,293,Directed
3404,106,Directed
3405,3,Directed
3405,405,Directed
3405,364,Directed
3406,3,Directed
3406,334,Directed
3406,336,Directed
3407,3,Directed
3407,394,Directed
3407,51,Directed
3407,52,Directed
3407,51,Directed
3408,3,Directed
3408,349,Directed
3408,298,Directed
3408,107,Directed
3408,298,Directed
3409,3,Directed
3409,330,Directed
3409,148,Directed
3409,148,Directed
3409,149,Directed
3410,3,Directed
3410,396,Directed
3410,354,Directed
3411,3,Directed
3411,333,Directed
3411,402,Directed
3412,3,Directed
3412,380,Directed
3412,371,Directed
3413,3,Directed
3413,419,Directed
3413,420,Directed
3414,3,Directed
3414,334,Directed
3414,338,Directed
3414,334,Directed
3414,52,Directed
3415,3,Directed
3415,434,Directed
3415,401,Directed
3416,3,Directed
3416,106,Directed
3416,304,Directed
3416,107,Directed
3416,106,Directed
3417,3,Directed
3417,324,Directed
3417,355,Directed
3418,3,Directed
3418,412,Directed
3418,100,Directed
3418,101,Directed
3418,100,Directed
3419,3,Directed
3419,322,Directed
3419,321,Directed
3420,3,Directed
3420,325,Directed
3420,326,Directed
3421,3,Directed
3421,311,Directed
3421,310,Directed
3421,149,Directed
3421,310,Directed
3422,3,Directed
3422,387,Directed
3422,333,Directed
3423,3,Directed
3423,364,Directed
3423,404,Directed
3423,364,Directed
3423,127,Directed
3424,3,Directed
3424,433,Directed
3424,426,Directed
3425,3,Directed
3425,742,Directed
3425,108,Directed
3425,108,Directed
3426,3,Directed
3426,733,Directed
3426,126,Directed
3426,126,Directed
3427,3,Directed
3427,341,Directed
3427,340,Directed
3428,3,Directed
3428,309,Directed
3428,308,Directed
3429,3,Directed
3429,328,Directed
3429,417,Directed
3430,3,Directed
3430,382,Directed
3430,386,Directed
3430,101,Directed
3430,382,Directed
3431,3,Directed
3431,315,Directed
3431,388,Directed
3432,3,Directed
3432,378,Directed
3432,406,Directed
3433,3,Directed
3433,50,Directed
3433,737,Directed
3433,50,Directed
3434,3,Directed
3434,343,Directed
3434,344,Directed
3435,3,Directed
3435,418,Directed
3435,398,Directed
3436,3,Directed
3436,358,Directed
3436,359,Directed
3437,3,Directed
3437,432,Directed
3437,429,Directed
3438,3,Directed
3438,399,Directed
3438,328,Directed
3439,3,Directed
3439,740,Directed
3439,102,Directed
3439,102,Directed
3440,3,Directed
3440,345,Directed
3440,346,Directed
3441,3,Directed
3441,415,Directed
3441,357,Directed
3442,3,Directed
3442,357,Directed
3442,375,Directed
3443,3,Directed
3443,408,Directed
3443,413,Directed
3444,3,Directed
3444,366,Directed
3444,128,Directed
3444,128,Directed
3444,127,Directed
3445,3,Directed
3445,368,Directed
3445,395,Directed
3446,3,Directed
3446,361,Directed
3446,360,Directed
3447,3,Directed
3447,434,Directed
3447,284,Directed
3448,3,Directed
3448,388,Directed
3448,284,Directed
3449,3,Directed
3449,310,Directed
3449,311,Directed
3449,310,Directed
3450,3,Directed
3450,380,Directed
3450,284,Directed
3451,3,Directed
3451,284,Directed
3451,432,Directed
3452,3,Directed
3452,284,Directed
3452,432,Directed
3453,3,Directed
3453,298,Directed
3453,349,Directed
3453,298,Directed
3454,3,Directed
3454,284,Directed
3454,396,Directed
3455,3,Directed
3455,284,Directed
3455,432,Directed
3456,3,Directed
3456,415,Directed
3456,284,Directed
3457,3,Directed
3457,415,Directed
3457,284,Directed
3458,3,Directed
3458,284,Directed
3458,433,Directed
3459,3,Directed
3459,406,Directed
3459,284,Directed
3460,3,Directed
3460,284,Directed
3460,308,Directed
3461,3,Directed
3461,334,Directed
3461,338,Directed
3461,334,Directed
3462,3,Directed
3462,349,Directed
3462,298,Directed
3462,298,Directed
3463,3,Directed
3463,338,Directed
3463,334,Directed
3463,334,Directed
3464,3,Directed
3464,360,Directed
3464,284,Directed
3465,3,Directed
3465,284,Directed
3465,388,Directed
3466,3,Directed
3466,284,Directed
3466,325,Directed
3467,3,Directed
3467,148,Directed
3467,330,Directed
3467,148,Directed
3468,3,Directed
3468,284,Directed
3468,413,Directed
3469,3,Directed
3469,284,Directed
3469,434,Directed
3470,3,Directed
3470,382,Directed
3470,386,Directed
3470,382,Directed
3471,3,Directed
3471,284,Directed
3471,380,Directed
3472,3,Directed
3472,284,Directed
3472,360,Directed
3473,3,Directed
3473,308,Directed
3473,284,Directed
3474,3,Directed
3474,284,Directed
3474,325,Directed
3475,3,Directed
3475,284,Directed
3475,355,Directed
3476,3,Directed
3476,106,Directed
3476,304,Directed
3476,106,Directed
3477,3,Directed
3477,284,Directed
3477,325,Directed
3478,3,Directed
3478,321,Directed
3478,284,Directed
3479,3,Directed
3479,358,Directed
3479,284,Directed
3480,3,Directed
3480,106,Directed
3480,304,Directed
3480,106,Directed
3481,3,Directed
3481,360,Directed
3481,284,Directed
3482,3,Directed
3482,284,Directed
3482,321,Directed
3483,3,Directed
3483,284,Directed
3483,433,Directed
3484,3,Directed
3484,284,Directed
3484,375,Directed
3485,3,Directed
3485,284,Directed
3485,360,Directed
3486,3,Directed
3486,284,Directed
3486,415,Directed
3487,3,Directed
3487,304,Directed
3487,106,Directed
3487,106,Directed
3488,3,Directed
3488,284,Directed
3488,417,Directed
3489,3,Directed
3489,284,Directed
3489,355,Directed
3490,3,Directed
3490,394,Directed
3490,51,Directed
3490,51,Directed
3491,3,Directed
3491,355,Directed
3491,284,Directed
3492,3,Directed
3492,325,Directed
3492,284,Directed
3493,3,Directed
3493,284,Directed
3493,375,Directed
3494,3,Directed
3494,284,Directed
3494,417,Directed
3495,3,Directed
3495,394,Directed
3495,51,Directed
3495,51,Directed
3496,3,Directed
3496,51,Directed
3496,394,Directed
3496,51,Directed
3497,3,Directed
3497,284,Directed
3497,375,Directed
3498,3,Directed
3498,413,Directed
3498,284,Directed
3499,3,Directed
3499,358,Directed
3499,284,Directed
3500,3,Directed
3500,284,Directed
3500,433,Directed
3501,3,Directed
3501,334,Directed
3501,338,Directed
3501,334,Directed
3502,3,Directed
3502,284,Directed
3502,434,Directed
3503,3,Directed
3503,321,Directed
3503,284,Directed
3504,3,Directed
3504,406,Directed
3504,284,Directed
3505,3,Directed
3505,358,Directed
3505,284,Directed
3506,3,Directed
3506,399,Directed
3506,284,Directed
3507,3,Directed
3507,396,Directed
3507,284,Directed
3508,3,Directed
3508,284,Directed
3508,388,Directed
3509,3,Directed
3509,298,Directed
3509,349,Directed
3509,298,Directed
3510,3,Directed
3510,284,Directed
3510,396,Directed
3511,3,Directed
3511,304,Directed
3511,106,Directed
3511,106,Directed
3512,3,Directed
3512,51,Directed
3512,394,Directed
3512,51,Directed
3513,3,Directed
3513,284,Directed
3513,432,Directed
3514,3,Directed
3514,321,Directed
3514,284,Directed
3515,3,Directed
3515,298,Directed
3515,349,Directed
3515,298,Directed
3516,3,Directed
3516,51,Directed
3516,394,Directed
3516,51,Directed
3517,3,Directed
3517,415,Directed
3517,284,Directed
3518,3,Directed
3518,355,Directed
3518,284,Directed
3519,3,Directed
3519,338,Directed
3519,334,Directed
3519,334,Directed
3520,3,Directed
3520,325,Directed
3520,284,Directed
3521,3,Directed
3521,375,Directed
3521,284,Directed
3522,3,Directed
3522,284,Directed
3522,417,Directed
3523,3,Directed
3523,370,Directed
3524,3,Directed
3524,284,Directed
3524,406,Directed
3525,3,Directed
3525,434,Directed
3525,284,Directed
3526,3,Directed
3526,284,Directed
3526,396,Directed
3527,3,Directed
3527,380,Directed
3527,284,Directed
3528,3,Directed
3528,308,Directed
3528,284,Directed
3529,3,Directed
3529,106,Directed
3529,304,Directed
3529,106,Directed
3530,3,Directed
3530,100,Directed
3530,412,Directed
3530,100,Directed
3531,3,Directed
3531,284,Directed
3531,413,Directed
3532,3,Directed
3532,358,Directed
3532,284,Directed
3533,3,Directed
3533,334,Directed
3533,338,Directed
3533,334,Directed
3534,3,Directed
3534,284,Directed
3534,399,Directed
3535,3,Directed
3535,388,Directed
3535,284,Directed
3536,3,Directed
3536,380,Directed
3536,284,Directed
3537,3,Directed
3537,284,Directed
3537,308,Directed
3538,3,Directed
3538,349,Directed
3538,298,Directed
3538,298,Directed
3539,3,Directed
3539,284,Directed
3539,413,Directed
3540,3,Directed
3540,284,Directed
3540,355,Directed
3541,3,Directed
3541,406,Directed
3541,284,Directed
3542,3,Directed
3542,417,Directed
3542,284,Directed
3543,3,Directed
3543,396,Directed
3543,284,Directed
3544,3,Directed
